gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
315_STEAM_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_3,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_4,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_5,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316_STEAM_1,THERMAL,-0.02304972092753847,0.05327910879850206,-0.12660600588201124,0.13719254314867724,0.03994841442863297,0.13719254314867724,0.020166603153391062,0.0685962716484774
317_WIND_1,WIND,0.2037235044822792,0.6040451491829151,-2.53430222556631,0.9999999980303776,0.8957255701085595,2.7544532578188123,0.6412069690408976,1.8999921467658971
318_CC_1,THERMAL,-0.0648798044540588,0.1354176729335084,-0.713484396820885,0.0,0.0648798044540588,0.713484396820885,0.03243990441792371,0.35674227450565527
321_CC_1,THERMAL,-0.050155202205056364,0.10680901229329219,-0.4004973068776006,0.20179344863926366,0.06651177108176615,0.4004973068776006,0.033340394240414004,0.2002487950352888
322_CT_5,THERMAL,-0.004466039742826378,0.010254093299458287,-0.032038494471600246,0.0,0.004466039742826378,0.032038494471600246,0.002233019876032275,0.01601924726172807
322_CT_6,THERMAL,-0.004427635288159993,0.010178160227590131,-0.031940852173047936,0.0,0.004427635288159993,0.031940852173047936,0.0022138176486576947,0.015970426112373072
323_CC_1,THERMAL,0.052513771076404266,0.16128065830439692,-0.11505143095350656,0.6934125542484358,0.08777499457911585,0.6934125542484358,0.04407458544733192,0.34670627807996046
323_CC_2,THERMAL,0.05269799668947899,0.16104404676965642,-0.10428236980187355,0.6934125542436494,0.08756065425025289,0.6934125542436494,0.0439675494542838,0.3467062780775674
